,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charges,total_calls,total_minutes,day_charge_per call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
104,122,0,0,0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1,0,58.0,280,604.0,0.308,0.135,0.149,1.525,1.814,1.594,3.315,5.65,0.17,0.085,0.045,0.27,0.5,0.254,0.193,0.053
105,95,0,0,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4,0,68.0,282,627.0,0.623,0.162,0.074,0.797,3.663,1.91,1.652,2.95,0.17,0.085,0.045,0.27,0.595,0.234,0.126,0.047
106,36,0,1,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,0,76.0,297,680.0,0.469,0.226,0.075,0.405,2.759,2.661,1.657,1.5,0.17,0.085,0.045,0.27,0.629,0.226,0.111,0.032
107,93,0,1,21,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1,0,46.0,335,509.0,0.153,0.122,0.113,0.883,0.9,1.43,2.523,3.267,0.17,0.085,0.045,0.27,0.436,0.304,0.212,0.058
108,141,0,1,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,0,49.0,331,509.0,0.278,0.115,0.07,2.73,1.633,1.352,1.545,10.1,0.17,0.085,0.045,0.27,0.516,0.227,0.201,0.056
109,157,0,0,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,0,65.0,326,629.0,0.434,0.104,0.101,0.37,2.553,1.222,2.235,1.371,0.17,0.085,0.045,0.27,0.601,0.193,0.167,0.04
110,120,0,0,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,0,63.0,277,610.0,0.28,0.325,0.062,0.28,1.65,3.822,1.386,1.037,0.17,0.085,0.045,0.27,0.445,0.428,0.085,0.036
111,103,0,0,0,185.0,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,0,64.0,304,644.0,0.269,0.202,0.11,1.7,1.581,2.376,2.448,6.3,0.17,0.085,0.045,0.27,0.491,0.297,0.157,0.053
112,98,0,0,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,0,57.0,347,592.0,0.234,0.144,0.091,0.817,1.376,1.689,2.015,3.025,0.17,0.085,0.045,0.27,0.48,0.285,0.18,0.057
113,125,0,0,0,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,0,54.0,319,594.0,0.199,0.195,0.098,0.513,1.173,2.289,2.174,1.9,0.17,0.085,0.045,0.27,0.399,0.324,0.206,0.066
114,63,0,0,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,0,36.0,275,449.0,0.08,0.244,0.108,0.847,0.471,2.875,2.402,3.133,0.17,0.085,0.045,0.27,0.278,0.401,0.264,0.071
115,36,1,1,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,1,67.0,343,610.0,0.376,0.178,0.049,0.9,2.211,2.089,1.098,3.333,0.17,0.085,0.045,0.27,0.499,0.323,0.093,0.081
116,64,0,0,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1,0,47.0,317,387.0,0.333,0.119,0.021,1.277,1.959,1.397,0.471,4.733,0.17,0.085,0.045,0.27,0.588,0.276,0.055,0.081
117,74,0,0,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1,77.0,281,682.0,0.421,0.389,0.067,0.635,2.478,4.581,1.478,2.35,0.17,0.085,0.045,0.27,0.624,0.243,0.099,0.033
118,112,0,1,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0,43.0,320,459.0,0.165,0.163,0.068,0.9,0.972,1.921,1.505,3.333,0.17,0.085,0.045,0.27,0.45,0.311,0.186,0.063
119,97,0,0,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0,68.0,322,607.0,0.326,0.165,0.08,0.47,1.918,1.935,1.769,1.74,0.17,0.085,0.045,0.27,0.6,0.269,0.095,0.035
120,46,0,0,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,0,68.0,292,651.0,0.388,0.251,0.078,0.506,2.285,2.952,1.725,1.871,0.17,0.085,0.045,0.27,0.525,0.284,0.132,0.052
121,41,0,1,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0,57.0,314,505.0,0.356,0.14,0.052,0.647,2.096,1.649,1.156,2.4,0.17,0.085,0.045,0.269,0.638,0.211,0.112,0.034
122,121,0,0,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0,61.0,327,605.0,0.315,0.133,0.097,0.662,1.851,1.568,2.144,2.45,0.17,0.085,0.045,0.27,0.531,0.256,0.163,0.043
123,193,0,0,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,0,49.0,311,428.0,0.234,0.118,0.057,1.043,1.378,1.393,1.269,3.867,0.17,0.085,0.045,0.27,0.593,0.23,0.104,0.064
124,130,0,0,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0,48.0,339,501.0,0.22,0.096,0.087,0.496,1.296,1.124,1.944,1.84,0.17,0.085,0.045,0.27,0.546,0.195,0.213,0.052
125,85,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,0,68.0,265,695.0,0.658,0.187,0.107,1.08,3.873,2.206,2.382,4.0,0.17,0.085,0.045,0.27,0.504,0.287,0.167,0.048
126,162,0,0,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1,35.0,280,392.0,0.111,0.154,0.085,0.82,0.655,1.81,1.888,3.033,0.17,0.085,0.045,0.27,0.343,0.383,0.199,0.07
127,61,0,1,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1,56.0,362,566.0,0.257,0.121,0.079,0.288,1.512,1.423,1.75,1.067,0.17,0.085,0.045,0.27,0.569,0.222,0.181,0.031
128,92,0,0,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0,42.0,303,470.0,0.173,0.134,0.092,0.62,1.019,1.575,2.035,2.3,0.17,0.085,0.045,0.27,0.371,0.392,0.188,0.059
129,131,0,1,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0,65.0,338,650.0,0.317,0.117,0.117,0.642,1.863,1.382,2.595,2.375,0.17,0.085,0.045,0.271,0.56,0.211,0.183,0.04
130,90,0,0,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0,53.0,331,521.0,0.269,0.162,0.054,1.47,1.582,1.91,1.194,5.45,0.17,0.085,0.045,0.27,0.467,0.349,0.125,0.055
131,75,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0,55.0,296,587.0,0.226,0.156,0.144,0.33,1.33,1.84,3.209,1.22,0.17,0.085,0.045,0.27,0.514,0.245,0.21,0.03
132,78,0,0,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0,73.0,378,732.0,0.341,0.14,0.098,0.857,2.009,1.646,2.178,3.167,0.17,0.085,0.045,0.271,0.538,0.268,0.161,0.035
133,82,0,0,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0,62.0,259,615.0,0.355,0.168,0.154,1.92,2.086,1.973,3.435,7.1,0.17,0.085,0.045,0.27,0.549,0.276,0.15,0.031
134,163,0,0,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0,62.0,327,615.0,0.307,0.135,0.116,0.246,1.807,1.583,2.58,0.91,0.17,0.085,0.045,0.27,0.54,0.278,0.15,0.04
135,91,1,0,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0,51.0,328,562.0,0.197,0.177,0.086,1.007,1.16,2.088,1.902,3.733,0.17,0.085,0.045,0.27,0.433,0.289,0.218,0.059
136,75,0,1,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0,60.0,341,636.0,0.308,0.174,0.08,0.357,1.812,2.052,1.772,1.325,0.17,0.085,0.045,0.27,0.498,0.308,0.178,0.024
137,91,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0,64.0,351,621.0,0.326,0.158,0.068,1.08,1.916,1.859,1.516,4.0,0.17,0.085,0.045,0.27,0.54,0.279,0.137,0.051
138,127,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0,57.0,272,584.0,0.266,0.142,0.167,0.377,1.566,1.668,3.708,1.4,0.17,0.085,0.045,0.27,0.546,0.189,0.208,0.053
139,113,0,1,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0,58.0,225,526.0,0.345,0.215,0.121,0.55,2.03,2.533,2.688,2.04,0.17,0.085,0.045,0.27,0.601,0.223,0.123,0.047
140,110,0,0,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0,61.0,314,631.0,0.22,0.28,0.078,1.117,1.291,3.29,1.729,4.133,0.17,0.085,0.045,0.27,0.414,0.385,0.143,0.055
141,120,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0,67.0,285,685.0,0.501,0.193,0.098,0.71,2.946,2.272,2.188,2.625,0.17,0.085,0.045,0.27,0.508,0.28,0.17,0.042
142,157,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0,56.0,325,505.0,0.306,0.225,0.036,0.368,1.8,2.642,0.789,1.36,0.17,0.085,0.045,0.271,0.585,0.297,0.088,0.033
143,103,0,0,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0,71.0,231,654.0,0.892,0.198,0.094,0.79,5.245,2.327,2.089,2.925,0.17,0.085,0.045,0.27,0.59,0.234,0.127,0.045
144,117,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1,59.0,312,608.0,0.33,0.173,0.085,0.544,1.943,2.04,1.889,2.014,0.17,0.085,0.045,0.27,0.482,0.256,0.19,0.065
145,140,0,0,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0,62.0,299,517.0,0.39,0.145,0.051,0.643,2.296,1.703,1.127,2.383,0.17,0.085,0.045,0.27,0.636,0.22,0.08,0.062
146,127,0,0,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0,55.0,282,567.0,0.274,0.222,0.083,1.233,1.612,2.609,1.849,4.567,0.17,0.085,0.045,0.27,0.453,0.315,0.166,0.067
147,83,1,0,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0,73.0,322,621.0,0.531,0.146,0.052,0.79,3.121,1.717,1.153,2.925,0.17,0.085,0.045,0.27,0.632,0.252,0.075,0.043
148,121,0,0,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0,59.0,327,570.0,0.255,0.189,0.071,0.46,1.5,2.229,1.569,1.7,0.17,0.085,0.045,0.271,0.523,0.315,0.123,0.039
149,145,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0,74.0,282,718.0,0.452,0.145,0.15,0.75,2.657,1.706,3.336,2.775,0.17,0.085,0.045,0.27,0.592,0.186,0.174,0.041
150,113,0,0,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0,62.0,297,598.0,0.333,0.151,0.116,0.477,1.958,1.771,2.572,1.767,0.17,0.085,0.045,0.27,0.531,0.304,0.125,0.046
151,117,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,51.0,322,619.0,0.147,0.193,0.128,0.39,0.864,2.271,2.848,1.443,0.17,0.085,0.045,0.27,0.343,0.345,0.264,0.054
152,65,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,58.0,325,580.0,0.275,0.115,0.119,0.338,1.62,1.347,2.643,1.25,0.17,0.085,0.045,0.271,0.551,0.231,0.176,0.035
153,56,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,68.0,383,622.0,0.343,0.179,0.045,0.169,2.018,2.106,0.989,0.627,0.17,0.085,0.045,0.27,0.565,0.311,0.093,0.027
154,96,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,72.0,252,687.0,0.385,0.27,0.139,0.777,2.264,3.174,3.098,2.875,0.17,0.085,0.045,0.27,0.615,0.172,0.168,0.043
155,151,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,70.0,359,746.0,0.262,0.18,0.119,0.662,1.541,2.117,2.633,2.45,0.17,0.085,0.045,0.27,0.434,0.355,0.171,0.038
156,83,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,88.0,357,734.0,0.478,0.167,0.061,0.61,2.812,1.96,1.35,2.257,0.17,0.085,0.045,0.27,0.652,0.22,0.079,0.049
157,139,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,63.0,339,678.0,0.208,0.219,0.104,1.85,1.222,2.573,2.314,6.85,0.17,0.085,0.045,0.27,0.425,0.333,0.185,0.059
158,6,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,64.0,270,629.0,0.267,0.303,0.102,1.375,1.569,3.565,2.261,5.1,0.17,0.085,0.045,0.27,0.488,0.341,0.126,0.043
159,115,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,50.0,371,500.0,0.195,0.121,0.065,0.647,1.146,1.422,1.446,2.4,0.17,0.085,0.045,0.27,0.483,0.312,0.148,0.052
160,87,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,46.0,311,453.0,0.239,0.136,0.061,0.384,1.405,1.594,1.361,1.42,0.17,0.085,0.045,0.27,0.504,0.318,0.135,0.042
161,141,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,72.0,330,724.0,0.336,0.185,0.111,0.54,1.974,2.176,2.461,2.0,0.17,0.085,0.045,0.27,0.513,0.285,0.158,0.045
162,141,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,66.0,325,669.0,0.322,0.177,0.098,0.568,1.894,2.081,2.186,2.1,0.17,0.085,0.045,0.27,0.483,0.311,0.157,0.043
163,62,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,42.0,308,483.0,0.163,0.094,0.13,3.29,0.96,1.11,2.885,12.2,0.17,0.085,0.045,0.27,0.4,0.274,0.254,0.078
164,146,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,57.0,334,528.0,0.232,0.142,0.083,0.55,1.366,1.67,1.837,2.033,0.17,0.085,0.045,0.27,0.615,0.222,0.132,0.029
165,92,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,73.0,290,698.0,0.449,0.197,0.099,1.635,2.642,2.324,2.199,6.05,0.17,0.085,0.045,0.27,0.566,0.249,0.141,0.045
166,185,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,60.0,388,625.0,0.256,0.104,0.095,0.677,1.506,1.228,2.102,2.5,0.17,0.085,0.045,0.271,0.538,0.231,0.199,0.034
167,148,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,70.0,323,717.0,0.337,0.161,0.131,0.98,1.98,1.9,2.903,3.633,0.17,0.085,0.045,0.27,0.491,0.295,0.168,0.042
168,94,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,54.0,317,482.0,0.233,0.142,0.065,0.865,1.372,1.666,1.451,3.2,0.17,0.085,0.045,0.27,0.536,0.304,0.088,0.064
169,32,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,64.0,232,579.0,0.451,0.177,0.131,0.85,2.654,2.082,2.906,3.15,0.17,0.085,0.045,0.27,0.613,0.249,0.108,0.027
170,68,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,67.0,291,571.0,0.384,0.181,0.055,1.78,2.258,2.129,1.233,6.6,0.17,0.085,0.045,0.27,0.602,0.284,0.065,0.053
171,64,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,56.0,280,527.0,0.34,0.147,0.086,0.572,2.001,1.732,1.915,2.12,0.17,0.085,0.045,0.27,0.553,0.257,0.132,0.051
172,25,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,53.0,278,610.0,0.233,0.178,0.141,0.71,1.371,2.094,3.127,2.625,0.17,0.085,0.045,0.27,0.383,0.339,0.228,0.054
173,65,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,47.0,332,492.0,0.228,0.164,0.055,1.905,1.343,1.924,1.216,7.05,0.17,0.085,0.045,0.27,0.423,0.324,0.175,0.081
174,179,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,63.0,326,619.0,0.405,0.102,0.106,0.33,2.383,1.195,2.353,1.22,0.17,0.085,0.045,0.27,0.591,0.202,0.175,0.026
175,94,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,68.0,342,604.0,0.413,0.115,0.073,0.429,2.429,1.352,1.612,1.586,0.17,0.085,0.045,0.27,0.631,0.211,0.113,0.044
176,62,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,53.0,316,545.0,0.275,0.151,0.076,1.097,1.616,1.779,1.697,4.067,0.17,0.085,0.045,0.27,0.472,0.305,0.166,0.062
177,127,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,66.0,305,638.0,0.334,0.227,0.078,1.037,1.962,2.667,1.727,3.833,0.17,0.085,0.045,0.27,0.521,0.295,0.133,0.047
178,116,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,60.0,291,592.0,0.317,0.217,0.084,0.437,1.866,2.554,1.857,1.62,0.17,0.085,0.045,0.27,0.492,0.275,0.156,0.073
179,70,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,73.0,346,726.0,0.323,0.222,0.081,0.0,1.902,2.61,1.796,0.0,0.17,0.085,0.045,0.0,0.541,0.34,0.124,0.0
180,94,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,67.0,369,703.0,0.268,0.134,0.123,0.514,1.577,1.577,2.74,1.9,0.17,0.085,0.045,0.271,0.5,0.272,0.19,0.038
181,126,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,31.0,304,346.0,0.105,0.1,0.068,3.21,0.619,1.175,1.503,11.9,0.17,0.085,0.045,0.27,0.319,0.38,0.199,0.104
182,67,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,50.0,320,533.0,0.177,0.215,0.074,0.222,1.041,2.529,1.65,0.825,0.17,0.085,0.045,0.27,0.393,0.404,0.153,0.053
183,19,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,67.0,289,669.0,0.323,0.379,0.076,0.563,1.899,4.461,1.685,2.086,0.17,0.085,0.045,0.27,0.472,0.323,0.144,0.059
184,170,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,73.0,314,648.0,0.65,0.171,0.05,0.757,3.822,2.008,1.111,2.8,0.17,0.085,0.045,0.27,0.605,0.285,0.083,0.031
185,73,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,73.0,385,735.0,0.251,0.169,0.118,0.225,1.478,1.989,2.622,0.831,0.17,0.085,0.045,0.27,0.499,0.313,0.149,0.04
186,106,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,44.0,320,432.0,0.365,0.039,0.087,0.687,2.145,0.463,1.927,2.55,0.17,0.085,0.045,0.27,0.613,0.124,0.203,0.062
187,93,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,72.0,303,589.0,0.65,0.181,0.029,0.98,3.825,2.124,0.639,3.633,0.17,0.085,0.045,0.27,0.641,0.271,0.048,0.041
188,164,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,52.0,352,520.0,0.246,0.11,0.075,0.81,1.447,1.295,1.671,3.0,0.17,0.085,0.045,0.27,0.525,0.267,0.162,0.047
189,51,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,68.0,314,660.0,0.362,0.168,0.097,0.82,2.132,1.973,2.161,3.033,0.17,0.085,0.045,0.27,0.581,0.234,0.153,0.036
190,107,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,46.0,298,435.0,0.268,0.163,0.044,0.6,1.574,1.92,0.976,2.225,0.17,0.085,0.045,0.27,0.495,0.333,0.11,0.052
191,130,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,51.0,284,515.0,0.276,0.074,0.155,1.285,1.623,0.872,3.449,4.75,0.17,0.085,0.045,0.271,0.59,0.151,0.21,0.05
192,80,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,64.0,274,622.0,0.482,0.215,0.079,0.595,2.836,2.534,1.75,2.2,0.17,0.085,0.045,0.27,0.557,0.259,0.146,0.037
193,94,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,51.0,339,504.0,0.198,0.196,0.052,1.81,1.165,2.309,1.145,6.7,0.17,0.085,0.045,0.27,0.458,0.339,0.132,0.071
194,118,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,71.0,255,585.0,0.947,0.128,0.061,0.642,5.567,1.501,1.353,2.375,0.17,0.085,0.045,0.271,0.693,0.199,0.075,0.036
195,117,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,59.0,270,562.0,0.392,0.175,0.088,0.307,2.303,2.058,1.962,1.133,0.17,0.085,0.045,0.271,0.571,0.255,0.138,0.031
196,78,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,55.0,368,603.0,0.214,0.135,0.093,0.327,1.258,1.584,2.075,1.212,0.17,0.085,0.045,0.27,0.463,0.282,0.214,0.048
197,208,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,82.0,288,695.0,0.829,0.133,0.08,0.482,4.873,1.56,1.781,1.783,0.17,0.085,0.045,0.27,0.677,0.183,0.1,0.035
198,131,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,82.0,332,762.0,0.493,0.175,0.09,0.533,2.9,2.059,2.01,1.971,0.17,0.085,0.045,0.27,0.607,0.207,0.14,0.045
199,63,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,44.0,262,519.0,0.22,0.142,0.124,1.17,1.297,1.67,2.761,4.333,0.17,0.085,0.045,0.27,0.321,0.342,0.251,0.08
200,53,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,58.0,383,629.0,0.17,0.138,0.117,0.708,0.998,1.621,2.603,2.62,0.17,0.085,0.045,0.27,0.427,0.323,0.194,0.061
201,62,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,73.0,326,767.0,0.307,0.3,0.084,3.02,1.805,3.529,1.87,11.2,0.17,0.085,0.045,0.27,0.425,0.382,0.151,0.041
202,97,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,65.0,298,649.0,0.431,0.166,0.098,0.216,2.535,1.957,2.186,0.8,0.17,0.085,0.045,0.27,0.57,0.241,0.166,0.027
203,105,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,51.0,246,543.0,0.219,0.298,0.118,0.613,1.29,3.502,2.614,2.267,0.17,0.085,0.045,0.271,0.469,0.298,0.191,0.036
204,157,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,59.0,282,618.0,0.247,0.274,0.096,0.635,1.454,3.219,2.13,2.35,0.17,0.085,0.045,0.27,0.44,0.371,0.151,0.043
205,66,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,48.0,272,519.0,0.239,0.232,0.073,1.635,1.404,2.725,1.627,6.05,0.17,0.085,0.045,0.27,0.378,0.371,0.179,0.068
206,122,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,60.0,262,521.0,0.423,0.099,0.096,0.462,2.488,1.165,2.14,1.712,0.17,0.085,0.045,0.27,0.691,0.119,0.135,0.062
207,38,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,62.0,284,615.0,0.352,0.167,0.112,0.584,2.068,1.965,2.481,2.16,0.17,0.085,0.045,0.27,0.533,0.256,0.162,0.047
208,106,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,64.0,294,638.0,0.383,0.184,0.094,0.658,2.252,2.17,2.098,2.44,0.17,0.085,0.045,0.27,0.568,0.202,0.183,0.051
209,99,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,72.0,297,706.0,0.33,0.236,0.114,0.61,1.939,2.772,2.54,2.257,0.17,0.085,0.045,0.27,0.513,0.291,0.141,0.059
210,99,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,66.0,289,596.0,0.569,0.135,0.078,0.313,3.349,1.588,1.727,1.16,0.17,0.085,0.045,0.27,0.621,0.2,0.128,0.047
